"organism_group","strain","collection_date","serovar","isolate","location","isolation_source","isolation_type","snp_cluster","min_same","min_diff","amr_genotypes","antigen_formula","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","resist_sim","blaEC.COMPLETE","acrF.COMPLETE","mdtM.COMPLETE","sul2.COMPLETE","blaOXA.193.COMPLETE","X50S_L22_A103V.POINT","gyrA_T86I.POINT","blaOXA.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..O...COMPLETE","aph..3....IIIa.COMPLETE","meropenem","ciprofloxacin","tetracycline","ampicillin","gentamicin","erythromycin","azithromycin","clindamycin","nalidixic acid"
"E.coli and Shigella","CVM N19EC0085",2019,NA,"PDT000644923.1","USA:GA","ground beef","environmental/other","PDS000054441.4",17,NA,"aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sat2=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",0.8644934,NA,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0318",2017,NA,"PDT000394822.1","USA:OR","chicken breasts","environmental/other","PDS000054461.5",25,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=PARTIAL,blaEC=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",0.7522523,NA,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","CVM N19EC0427",2019,NA,"PDT000644980.1","USA:PA","ground turkey","environmental/other","PDS000054461.5",25,NA,"acrF=PARTIAL,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.8761261,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC0708",2019,NA,"PDT001166158.1","USA:TN","chicken breasts","environmental/other","PDS000054461.5",33,NA,"acrF=PARTIAL,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",0.8761261,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC0062",2019,NA,"PDT000645076.1","USA:SD","ground turkey","environmental/other","PDS000066666.2",12,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0808",2017,NA,"PDT000394834.1","USA:OR","ground turkey","environmental/other","PDS000037867.3",9,NA,"acrF=COMPLETE,aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.869172,NA,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0426",2017,NA,"PDT000394896.1","USA:SD","ground turkey","environmental/other","PDS000037867.3",9,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.7934652,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1232",2017,NA,"PDT000395324.1","USA:CO","ground turkey","environmental/other","PDS000037867.3",29,NA,"acrF=COMPLETE,aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.9165606,NA,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1084",2017,NA,"PDT000395370.1","USA:OR","ground turkey","environmental/other","PDS000037867.3",21,NA,"acrF=COMPLETE,aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.9165606,NA,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1036",2017,NA,"PDT000395423.1","USA:SD","ground turkey","environmental/other","PDS000037867.3",29,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.8693694,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC0845",2019,NA,"PDT000844459.1","USA:CA","ground turkey","environmental/other","PDS000037867.3",28,NA,"acrF=COMPLETE,aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.9165606,NA,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","19OR07GT06-EC",2019,NA,"PDT000581176.1","USA:OR","ground turkey","environmental/other","PDS000051524.4",10,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","19OR09GT03-EC",2019,NA,"PDT000600800.1","USA:OR","pork chop","environmental/other","PDS000051524.4",0,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","CVM N18EC100",2018,NA,"PDT000497373.1","USA:KS","chicken wings","environmental/other","PDS000051529.4",27,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N18EC0002",2018,NA,"PDT000566079.1","USA:CA","chicken wings","environmental/other","PDS000051529.4",27,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaEC=PARTIAL_END_OF_CONTIG,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","19GA07GT05",2019,NA,"PDT000600652.1","USA:GA","ground turkey","environmental/other","PDS000051529.4",30,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC0284",2019,NA,"PDT000645029.1","USA:SD","ground turkey","environmental/other","PDS000063855.6",13,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC0816",2019,NA,"PDT001166147.1","USA:TN","ground turkey","environmental/other","PDS000063855.6",13,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC0181",2019,NA,"PDT000644836.1","USA:KS","ground turkey","environmental/other","PDS000090191.4",23,22,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",0,"Other",NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","ECPSTH03",2016,NA,"PDT000233337.1","Thailand: Bangkok","sputum","clinical","PDS000035221.3",NA,NA,"acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,qnrS1=COMPLETE,tet(B)=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"Thailand","other/unspecified",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
"E.coli and Shigella","CVM N18EC1386",2018,NA,"PDT000550359.1","USA:CO","ground turkey (patties)","environmental/other","PDS000052566.4",17,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,parE_D475E=POINT,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","19CO03GT11-EC",2019,NA,"PDT000617221.1","USA:CO","ground turkey","environmental/other","PDS000052566.4",16,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,parE_D475E=POINT,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC0843",2019,NA,"PDT000844462.1","USA:CA","ground turkey","environmental/other","PDS000052566.4",15,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,parE_D475E=POINT,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N18EC1304",2018,NA,"PDT000550382.1","USA:SC","ground turkey","environmental/other","PDS000050825.5",9,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.8129032,0.6914894,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","19MD08GT01-EC",2019,NA,"PDT000589283.1","USA:MD","ground turkey","environmental/other","PDS000050825.5",9,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.8129032,0.6914894,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella",NA,2017,NA,"PDT000966250.1","Netherlands",NA,"clinical","PDS000096748.1",11,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE,sul1=COMPLETE",NA,NA,NA,"Netherlands",NA,NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
"E.coli and Shigella","URMC_62",2018,NA,"PDT000543149.1","USA: Rochester, NY","sepsis","clinical","PDS000041347.4",32,31,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,pmrB_Y358N=POINT,qnrS1=COMPLETE,rpoB_S531F=POINT,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","other/unspecified",0,"Other",NA,NA,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1
"E.coli and Shigella","19CO05GT11-EC",2019,NA,"PDT000622372.1","USA:CO","ground turkey","environmental/other","PDS000064386.5",34,NA,"aac(3)-IVa=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,parE_D475E=POINT,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","CVM N19EC1101",2019,NA,"PDT000844598.1","USA:PA","ground turkey","environmental/other","PDS000064386.5",34,NA,"aac(3)-IVa=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,parE_D475E=POINT,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","CVM N19EC0635",2019,NA,"PDT000639517.1","USA:SD","ground turkey","environmental/other","PDS000072188.5",12,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaHER=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
"E.coli and Shigella","CVM N19EC0666",2019,NA,"PDT000844497.1","USA:CA","ground turkey (breasts)","environmental/other","PDS000072188.5",12,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,blaHER=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
"E.coli and Shigella",NA,2015,NA,"PDT000966339.1","Netherlands","urine","clinical","PDS000080085.3",25,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA7=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"Netherlands","urine",NA,"Other",NA,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"E.coli and Shigella",NA,2015,NA,"PDT000966347.1","Netherlands","urine","clinical","PDS000080085.3",23,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA7=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"Netherlands","urine",NA,"Other",NA,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC0094",2019,NA,"PDT000644914.1","USA:CA","ground turkey","environmental/other","PDS000083086.3",27,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0034",2017,NA,"PDT000395493.1","USA:GA","chicken wings","environmental/other","PDS000047892.7",24,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","19MD06CB09-EC",2019,NA,"PDT000540519.1","USA:MD","chicken","environmental/other","PDS000047892.7",38,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC0060",2019,NA,"PDT000645079.1","USA:SD","chicken legs","environmental/other","PDS000047892.7",24,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","19IA12GB04-EC",2019,NA,"PDT000669509.1","USA:IA","ground beef","environmental/other","PDS000019624.7",39,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,emrD=COMPLETE,floR=COMPLETE,gyrA_S83L=POINT,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0
"E.coli and Shigella","CVM N17EC1374",2017,NA,"PDT000394873.1","USA:GA","ground turkey","environmental/other","PDS000035709.7",33,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",0.9281437,0.8153846,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","CVM N17EC0354",2017,NA,"PDT000395508.1","USA:PA","ground turkey","environmental/other","PDS000035709.7",14,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE,tet(A)=PARTIAL,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",0.9281437,0.8153846,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","CVM N18EC1266",2018,NA,"PDT000550391.1","USA:KS","ground turkey","environmental/other","PDS000049456.6",19,32,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",0,"Other",0.7276875,0.7476917,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","CVM N18EC0528",2018,NA,"PDT000566037.1","USA:CO","ground turkey","environmental/other","PDS000049456.6",19,33,"aac(3)-VIa=COMPLETE,aac(3)-VIa=PARTIAL_END_OF_CONTIG,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",0,"Other",0.6107784,0.5024087,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","CVM N19EC0349",2019,NA,"PDT000644946.1","USA:TX","chicken wings","environmental/other","PDS000049456.6",17,21,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCMY=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","chicken",0,"Other",0.7510693,0.7704403,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","19NC12CB36_EC",2019,NA,"PDT000687440.1","USA:NC","chicken breast","environmental/other","PDS000049456.6",17,16,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","chicken",0,"Other",0.7510693,0.7704403,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","AR-0429",NA,NA,"PDT000598659.1",NA,NA,"clinical","PDS000051367.5",0,24,"aadA7=COMPLETE,acrF=MISTRANSLATION,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,floR=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,NA,NA,1,"Other",NA,NA,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N18EC0718",2018,NA,"PDT000565888.1","USA:CO","ground turkey","environmental/other","PDS000049473.6",17,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",0.9459459,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","CVM N18EC0518",2018,NA,"PDT000566040.1","USA:NC","ground turkey","environmental/other","PDS000049473.6",18,NA,"acrF=COMPLETE,blaEC=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",0.9864865,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N18EC1036",2018,NA,"PDT000566710.1","USA:CA","ground turkey","environmental/other","PDS000049473.6",8,NA,"acrF=COMPLETE,blaEC=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",0.9864865,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC0484",2019,NA,"PDT000639579.1","USA:IA","ground turkey","environmental/other","PDS000049473.6",13,NA,"acrF=COMPLETE,blaEC=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",0.9864865,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC0075",2019,NA,"PDT000644934.1","USA:TX","ground turkey","environmental/other","PDS000049473.6",18,NA,"acrF=COMPLETE,blaEC=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",0.9864865,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","19SD07CB32-EC",2019,NA,"PDT000591994.1","USA:SD","chicken breast","environmental/other","PDS000050911.2",23,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella",NA,2015,NA,"PDT000094013.3","USA:Boston","blood","clinical","PDS000071896.2",32,NA,"aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","stool",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
"E.coli and Shigella","CVM N18EC0266",2018,NA,"PDT000497339.1","USA:CO","ground turkey","environmental/other","PDS000095573.3",41,34,"aac(3)-IId=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",0,"Other",0.6348508,0.3194444,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","CVM N18EC142",2018,NA,"PDT000497360.1","USA:TX","ground turkey","environmental/other","PDS000095573.3",28,23,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",0,"Other",0.6590444,0.3472222,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella",NA,2014,NA,"PDT001125424.1","USA: Minnesota","blood culture","clinical","PDS000095573.3",NA,23,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","stool",NA,"Other",0.4959677,0.1944444,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
