organism_group,strain,collection_date,serovar,isolate,location,isolation_source,isolation_type,snp_cluster,min_same,min_diff,amr_genotypes,computed_types,serovar_new,resist,suscept,inter,suscept_dose_dep,country,isolation_source_new,suscept_sim,resist_sim,inter_sim,sdd_sim
E.coli and Shigella,CVM N19EC1048,2019,NA,PDT000844622.1,USA:CA,ground turkey,environmental/other,PDS000065325.8,32,NA,"aac(3)-IVa=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE",NA,NA,"streptomycin, tetracycline","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, sulfisoxazole, trimethoprim-sulfamethoxazole",gentamicin,,USA,turkey,0.6604538207840384,0.24704995650653586,0.062416668109404355,0.91441093065223
E.coli and Shigella,CVM N19EC0561,2019,NA,PDT000639552.1,USA:CA,ground turkey,environmental/other,PDS000054146.7,11,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC162,2018,NA,PDT000497324.1,USA:OR,chicken breasts,environmental/other,PDS000078360.8,18,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT",NA,NA,ampicillin,"amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.6938330778093041,0.1427902335716848,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N19EC1328,2019,NA,PDT001166137.1,USA:TX,chicken wings,environmental/other,PDS000078360.8,19,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,glpT_E448K=POINT,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,"gentamicin, streptomycin, sulfisoxazole, tetracycline","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, trimethoprim-sulfamethoxazole",,,USA,chicken,0.6297867367734498,0.25624492133910876,0.8102603763856664,0.91441093065223
E.coli and Shigella,Res13-Lact-LEB3-09,2017,NA,PDT000898702.1,Canada: Quebec,manure,environmental/other,PDS000076600.1,NA,3,"aadA5=COMPLETE,acrF=COMPLETE,blaCTX-M-1=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA17=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,"ampicillin, cefazolin, cefotaxime, cefpodoxime, ceftazidime, ceftriaxone, cephalothin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole","amoxicillin-clavulanic acid, azithromycin, cefepime, cefoxitin, chloramphenicol, ciprofloxacin, gentamicin, imipenem, meropenem, nalidixic acid, piperacillin-tazobactam, streptomycin",,"cefotaxime-clavulanic acid=, ceftazidime-clavulanic acid=",Canada,stool,0.5183562357909308,0.18503186597041563,0.8102603763856664,0.056327813178823204
E.coli and Shigella,CVM N18EC0274,2018,NA,PDT000497344.1,USA:GA,chicken breasts,environmental/other,PDS000045253.6,21,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE",NA,NA,"gentamicin, streptomycin, sulfisoxazole","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.6566117081612517,0.20693273948817653,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC200,2018,NA,PDT000497406.1,USA:MD,chicken thighs,environmental/other,PDS000045253.6,28,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC078,2018,NA,PDT000497413.1,USA:CO,chicken legs,environmental/other,PDS000045253.6,21,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE",NA,NA,"gentamicin, streptomycin, sulfisoxazole","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.6566117081612517,0.20693273948817653,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N17EC0494,2017,NA,PDT000395210.1,USA:TN,ground turkey,environmental/other,PDS000037822.7,12,36,"acrF=COMPLETE,blaEC-5=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",chloramphenicol,,USA,turkey,0.6654666979990163,0.35215261665377673,0.04816886064908166,0.91441093065223
E.coli and Shigella,CVM N17EC0344,2017,NA,PDT000395287.1,USA:PA,ground turkey,environmental/other,PDS000037822.7,9,32,"acrF=COMPLETE,blaEC-5=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC048,2018,NA,PDT000497310.1,USA:SD,ground turkey,environmental/other,PDS000037822.7,37,61,"acrF=COMPLETE,blaEC-5=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,"streptomycin, sulfisoxazole, tetracycline","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, trimethoprim-sulfamethoxazole",gentamicin,,USA,turkey,0.6297867367734498,0.252368787008979,0.062416668109404355,0.91441093065223
E.coli and Shigella,CVM N19EC0459,2019,NA,PDT001166168.1,USA:SD,ground turkey,environmental/other,PDS000037822.7,9,33,"acrF=COMPLETE,blaEC-5=COMPLETE,glpT_E448K=POINT",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N17EC1332,2017,NA,PDT000394956.1,USA:SC,pork chops,environmental/other,PDS000037859.5,10,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,pork,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N17EC1042,2017,NA,PDT000395420.1,USA:SD,pork chops,environmental/other,PDS000037859.5,10,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,pork,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,NA,2015,NA,PDT000102020.2,USA:Boston,urine,clinical,PDS000053823.4,NA,NA,"aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,erm(B)=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,"ampicillin, ceftazidime, ceftriaxone, ciprofloxacin, gentamicin, levofloxacin, tetracycline, trimethoprim-sulfamethoxazole","amikacin, cefepime, cefoxitin, ertapenem, meropenem, nitrofurantoin, piperacillin-tazobactam","amoxicillin-clavulanic acid, tobramycin",,USA,urine,0.3135392395339522,0.1883786328766453,0.06564697263363282,0.91441093065223
E.coli and Shigella,CVM N17EC0002,2017,NA,PDT000395440.1,USA:GA,chicken breasts,environmental/other,PDS000054147.11,30,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaEC=PARTIAL_END_OF_CONTIG,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N19EC0595,2019,NA,PDT000639546.1,USA:KS,chicken thighs,environmental/other,PDS000054147.11,23,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N17EC0168,2017,NA,PDT000394844.1,USA:IA,ground turkey,environmental/other,PDS000020209.10,21,NA,"aac(3)-IId=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-135=COMPLETE,blaTEM-1=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_A56T=POINT,parC_S80I=POINT,sul2=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE",NA,NA,"ampicillin, ciprofloxacin, gentamicin, nalidixic acid, streptomycin, sulfisoxazole, tetracycline","azithromycin, cefoxitin, ceftriaxone, chloramphenicol, meropenem, trimethoprim-sulfamethoxazole",amoxicillin-clavulanic acid,,USA,turkey,0.4157967637118635,0.2086709281418904,0.07671740290934269,0.91441093065223
E.coli and Shigella,CVM N18EC0494,2018,NA,PDT000566127.1,USA:SD,ground turkey,environmental/other,PDS000020209.10,24,NA,"aadA2=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaTEM-135=COMPLETE,dfrA12=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_A56T=POINT,parC_S80I=POINT,sul3=COMPLETE,sul3=PARTIAL_END_OF_CONTIG,tet(B)=COMPLETE,tet(M)=COMPLETE",NA,NA,"ampicillin, ciprofloxacin, nalidixic acid, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole","azithromycin, cefoxitin, ceftriaxone, chloramphenicol, gentamicin, meropenem, streptomycin",amoxicillin-clavulanic acid,,USA,turkey,0.3849407915955884,0.19657920717689337,0.07671740290934269,0.91441093065223
E.coli and Shigella,CVM N19EC1263,2019,NA,PDT000863760.1,USA:TN,ground turkey,environmental/other,PDS000020209.10,23,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-135=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_A56T=POINT,parC_S80I=POINT,tet(B)=COMPLETE",NA,NA,"ampicillin, ciprofloxacin, nalidixic acid, streptomycin, tetracycline","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, gentamicin, meropenem, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,turkey,0.5838996316569454,0.21188172573490277,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC164,2018,NA,PDT000497328.1,USA:OR,ground turkey,environmental/other,PDS000049495.6,14,NA,"acrF=COMPLETE,blaEC=COMPLETE,parE_D475E=POINT,tet(A)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7123238733924709,0.20639384529264526,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC0326,2018,NA,PDT000566222.1,USA:OR,ground turkey,environmental/other,PDS000049495.6,24,NA,"acrF=COMPLETE,blaEC=COMPLETE,parE_D475E=POINT,tet(A)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7123238733924709,0.20639384529264526,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N19EC0470,2019,NA,PDT000639593.1,USA:CA,ground turkey,environmental/other,PDS000049495.6,26,NA,"acrF=COMPLETE,blaEC=COMPLETE,parE_D475E=POINT,tet(A)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7123238733924709,0.20639384529264526,0.8102603763856664,0.91441093065223
E.coli and Shigella,19OR12GT06-EC,2019,NA,PDT000653457.1,USA:OR,ground turkey,environmental/other,PDS000049495.6,34,NA,"acrF=COMPLETE,blaEC=COMPLETE,parE_D475E=POINT",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N19EC0668,2019,NA,PDT000844495.1,USA:CA,ground turkey,environmental/other,PDS000049495.6,14,NA,"acrF=COMPLETE,blaEC=COMPLETE,parE_D475E=POINT,tet(A)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7123238733924709,0.20639384529264526,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N19EC1105,2019,NA,PDT000863776.1,USA:TN,ground turkey,environmental/other,PDS000073676.5,NA,40,"acrF=PARTIAL,blaEC=COMPLETE,blaHER-3=COMPLETE,blaTEM-1=COMPLETE,dfrA14=COMPLETE,mdtM=COMPLETE,qnrS1=COMPLETE,tet(A)=COMPLETE",NA,NA,"ampicillin, tetracycline","azithromycin, cefoxitin, ceftriaxone, chloramphenicol, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",amoxicillin-clavulanic acid,ciprofloxacin=,USA,turkey,0.5558720771727146,0.2529117117554207,0.07671740290934269,0.019411360624030226
E.coli and Shigella,19CO11PC05-EC,2019,NA,PDT000772958.1,USA:CO,pork chop (bone in),environmental/other,PDS000073498.8,5,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,pork,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N19EC1336,2019,NA,PDT000844532.1,USA:KS,chicken wings,environmental/other,PDS000072177.4,36,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N17EC0024,2017,NA,PDT000395496.1,USA:GA,pork chops,environmental/other,PDS000045079.14,10,15,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",tetracycline,,USA,pork,0.7123238733924709,0.35215261665377673,0.052115034270760446,0.91441093065223
E.coli and Shigella,CVM N18EC001,2018,NA,PDT000497388.1,USA:CA,chicken wings,environmental/other,PDS000045079.14,15,32,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",chloramphenicol,,USA,chicken,0.6654666979990163,0.35215261665377673,0.04816886064908166,0.91441093065223
E.coli and Shigella,CVM N17EC0999,2017,NA,PDT000395434.1,USA:KS,ground turkey,environmental/other,PDS000043068.17,28,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,mdtM=COMPLETE",NA,NA,ampicillin,"azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",amoxicillin-clavulanic acid,,USA,turkey,0.5990703082298218,0.1427902335716848,0.07671740290934269,0.91441093065223
E.coli and Shigella,CVM N18EC0667,2018,NA,PDT000565915.1,USA:CA,ground turkey,environmental/other,PDS000043068.17,22,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7123238733924709,0.20639384529264526,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC0458,2018,NA,PDT000566033.1,USA:SC,ground turkey,environmental/other,PDS000043068.17,19,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaEC=MISTRANSLATION,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",chloramphenicol,,USA,turkey,0.6618596541564153,0.20639384529264526,0.04816886064908166,0.91441093065223
E.coli and Shigella,19IA07GT15-EC,2019,NA,PDT000588642.1,USA:IA,ground turkey,environmental/other,PDS000043068.17,11,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,"ampicillin, gentamicin, streptomycin, sulfisoxazole, tetracycline","azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, trimethoprim-sulfamethoxazole",amoxicillin-clavulanic acid,,USA,turkey,0.525585825102807,0.25941674344473326,0.07671740290934269,0.91441093065223
E.coli and Shigella,CVM N19EC0053,2019,NA,PDT000844427.1,USA:CO,ground turkey,environmental/other,PDS000043068.17,16,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC0415,2018,NA,PDT000565986.1,USA:PA,ground turkey,environmental/other,PDS000054035.12,30,NA,"acrF=COMPLETE,blaEC=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19GA10GT10,2019,NA,PDT000637365.1,USA:GA,ground turkey,environmental/other,PDS000054035.12,22,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N19EC1092,2019,NA,PDT000844608.1,USA:KS,ground turkey,environmental/other,PDS000054035.12,17,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,"streptomycin, sulfisoxazole, tetracycline","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, trimethoprim-sulfamethoxazole",,,USA,turkey,0.6602704325873527,0.252368787008979,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N17EC1260,2017,NA,PDT000395053.1,USA:IA,pork chops bone-in,environmental/other,PDS000045982.12,24,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,pork,0.7123238733924709,0.20639384529264526,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N19EC1012,2019,NA,PDT000844428.1,USA:TX,pork chops,environmental/other,PDS000045982.12,24,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,pork,0.7123238733924709,0.20639384529264526,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N17EC0642,2017,NA,PDT000395475.1,USA:CO,ground turkey,environmental/other,PDS000037832.10,18,NA,"acrF=COMPLETE,blaCMY=COMPLETE,blaEC=COMPLETE,sul2=COMPLETE,uhpT_E350Q=POINT",NA,NA,sulfisoxazole,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, tetracycline, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7054628896984017,0.11337677071955755,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC0717,2018,NA,PDT000550357.1,USA:CO,ground turkey,environmental/other,PDS000037832.10,20,NA,"acrF=COMPLETE,blaEC=COMPLETE,uhpT_E350Q=POINT",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC0940,2018,NA,PDT000565975.1,USA:IA,ground turkey,environmental/other,PDS000037832.10,18,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,tet(A)=COMPLETE,tet(M)=COMPLETE,uhpT_E350Q=POINT",NA,NA,"ampicillin, tetracycline","azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",amoxicillin-clavulanic acid,,USA,turkey,0.5987119458749156,0.2529117117554207,0.07671740290934269,0.91441093065223
E.coli and Shigella,CVM N18EC0642,2018,NA,PDT000566099.1,USA:PA,ground turkey,environmental/other,PDS000037832.10,22,NA,"aac(3)-IId=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,"ampicillin, gentamicin, streptomycin, tetracycline","azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, sulfisoxazole, trimethoprim-sulfamethoxazole",amoxicillin-clavulanic acid,,USA,turkey,0.5519819584013036,0.25262466305370335,0.07671740290934269,0.91441093065223
