"organism_group","strain","collection_date","isolate","location","isolation_type","snp_cluster","min_same","min_diff","amr_genotypes","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","mdsA.COMPLETE","mdsB.COMPLETE","sul2.COMPLETE","sul1.COMPLETE","blaTEM.1.COMPLETE","aadA1.COMPLETE","fosA7.COMPLETE","blaCMY.2.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..B...COMPLETE","tetracycline","streptomycin","sulfisoxazole","ampicillin"
"Salmonella enterica","CVM N54258",2014,"PDT000085982.2","USA:NM","environmental/other","PDS000029703.486",24,26,"aadA1=COMPLETE,blaCMY-2=COMPLETE,blaCMY=PARTIAL_END_OF_CONTIG,blaTEM-1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Heidelberg","Heidelberg","USA","turkey",0,"4:r:1,2",0,"1","1","1","0","1","1","1","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","CVM N54269",2014,"PDT000085993.2","USA:NM","environmental/other","PDS000029703.486",6,6,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N54287",2014,"PDT000086011.2","USA:TN","environmental/other","PDS000029703.486",0,7,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N54288",2014,"PDT000086012.2","USA:TN","environmental/other","PDS000029703.486",0,7,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N54715",2014,"PDT000086029.3","USA:MN","environmental/other","PDS000029703.486",4,7,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N54740",2014,"PDT000086054.2","USA:NM","environmental/other","PDS000029703.486",5,2,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N54746",2014,"PDT000086060.2","USA:OR","environmental/other","PDS000029703.486",10,10,"ant(2'')-Ia=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaTEM-1=COMPLETE,cmlA5=COMPLETE,floR=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","1","0","1","0","1","1","1","1","1","0","0","0","0","0"
"Salmonella enterica","CVM N55378",2014,"PDT000086076.2","USA:MO","environmental/other","PDS000029703.486",4,2,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,dfrA1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","1","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N55379",2014,"PDT000086077.2","USA:MO","environmental/other","PDS000029703.486",5,5,"blaTEM-1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","1","0","1","0","0","0","0","0","1","1","1","0"
"Salmonella enterica","CVM N55382",2014,"PDT000086080.2","USA:MN","environmental/other","PDS000029703.486",1,15,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N55397",2014,"PDT000086095.2","USA:WA","environmental/other","PDS000029703.486",6,4,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","VA-WGS-00567",2008,"PDT000086520.3","USA:NM","environmental/other","PDS000029703.486",7,12,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N16402",2008,"PDT000086538.3","USA:CA","environmental/other","PDS000029703.486",6,23,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(C)=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","1"
"Salmonella enterica","CVM-N15836",2007,"PDT000086541.3","USA:CT","environmental/other","PDS000029703.486",25,18,"blaCMY-2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","VA-WGS-00588",2008,"PDT000086850.3","USA:NM","environmental/other","PDS000029703.486",3,3,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","1","0","1","1","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","VA-WGS-00558",2008,"PDT000086851.3","USA:NM","environmental/other","PDS000029703.486",0,5,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N15829",2007,"PDT000087071.3","USA:CT","environmental/other","PDS000029703.486",6,13,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","turkey",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","VA-WGS-00550",2008,"PDT000087389.3","USA:MN","environmental/other","PDS000029703.486",8,11,"blaCMY-2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","VA-WGS-00605",2008,"PDT000093270.3","USA:NM","environmental/other","PDS000029703.486",1,6,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","VA-WGS-00606",2008,"PDT000093271.3","USA:NM","environmental/other","PDS000029703.486",7,8,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","1","0","1","1","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","VA-WGS-00515",2008,"PDT000093957.3","USA:GA","environmental/other","PDS000029703.486",6,21,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","VA-WGS-00557",2008,"PDT000093962.3","USA:NM","environmental/other","PDS000029703.486",0,5,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","VA-WGS-00526",2008,"PDT000095336.3","USA:MD","environmental/other","PDS000029703.486",4,11,"aadA2=COMPLETE,ant(2'')-Ia=COMPLETE,fosA7=COMPLETE,mcr-9.1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE","Heidelberg","Heidelberg","USA","turkey",1,"4:r:1,2",0,"1","1","0","1","0","0","1","0","0","0","0","1","0","0","0","1"
"Salmonella enterica","NY-N15",2004,"PDT000095451.3","USA:CA","environmental/other","PDS000029703.486",4,4,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N19",2004,"PDT000095452.3","USA:CA","environmental/other","PDS000029703.486",8,21,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","1","0","1","1","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","NY-N24",2004,"PDT000095455.3","USA:CA","environmental/other","PDS000029703.486",7,12,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","VA-WGS-00483",2008,"PDT000097345.3","USA:CT","environmental/other","PDS000029703.486",4,4,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","1","0","1","1","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","NY-N19958",2009,"PDT000100333.3","USA:CA","environmental/other","PDS000029703.486",1,6,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N42239",2012,"PDT000100401.1","USA: NM","environmental/other","PDS000029703.486",1,3,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N19961",2009,"PDT000101345.3","USA:CA","environmental/other","PDS000029703.486",3,16,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N19964",2009,"PDT000101348.3","USA:CA","environmental/other","PDS000029703.486",0,6,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N19966",2009,"PDT000101408.3","USA:CA","environmental/other","PDS000029703.486",2,16,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N19968",2009,"PDT000101410.3","USA:CA","environmental/other","PDS000029703.486",0,6,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N19970",2009,"PDT000101412.3","USA:CA","environmental/other","PDS000029703.486",4,4,"blaCMY-2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","CVM-N23834",2010,"PDT000101806.2","USA:OR","environmental/other","PDS000029703.486",6,12,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N23837",2010,"PDT000101809.2","USA:OR","environmental/other","PDS000029703.486",4,7,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N19975",2009,"PDT000101811.2","USA:CA","environmental/other","PDS000029703.486",2,14,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N19985",2009,"PDT000101818.3","USA:CA","environmental/other","PDS000029703.486",1,6,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N19988",2009,"PDT000101821.2","USA:CA","environmental/other","PDS000029703.486",1,5,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","WAPHL-SAL-A01019",2009,"PDT000102047.3","USA:NM","environmental/other","PDS000029703.486",0,6,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","WAPHL-SAL-A01020",2009,"PDT000102048.2","USA:NM","environmental/other","PDS000029703.486",0,6,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","WAPHL-SAL-A01031",2009,"PDT000102357.3","USA:NM","environmental/other","PDS000029703.486",2,6,"blaCMY-2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","WAPHL-SAL-A01047",2009,"PDT000102365.3","USA:NM","environmental/other","PDS000029703.486",1,18,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","WAPHL-SAL-A01054",2009,"PDT000102372.3","USA:NM","environmental/other","PDS000029703.486",3,23,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N20018",2009,"PDT000102373.3","USA:CO","environmental/other","PDS000029703.486",4,5,"blaCMY=PARTIAL_END_OF_CONTIG,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0"
"Salmonella enterica","NY-N20019",2009,"PDT000102374.3","USA:CO","environmental/other","PDS000029703.486",1,5,"blaCMY-2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","NY-N20020",2009,"PDT000102375.3","USA:CO","environmental/other","PDS000029703.486",4,9,"blaCMY-2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","NY-N20000",2009,"PDT000102737.3","USA:CA","environmental/other","PDS000029703.486",2,8,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N20011",2009,"PDT000102747.2","USA:CO","environmental/other","PDS000029703.486",1,15,"blaCMY-2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","NY-N20012",2009,"PDT000102748.3","USA:CO","environmental/other","PDS000029703.486",11,25,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N23823",2010,"PDT000103356.2","USA:NY","environmental/other","PDS000029703.486",4,23,"blaCMY-2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","WAPHL-SAL-A01064",2009,"PDT000103360.2","USA:NM","environmental/other","PDS000029703.486",14,9,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N20031",2009,"PDT000103391.2","USA:CO","environmental/other","PDS000029703.486",3,7,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N20021",2009,"PDT000103395.3","USA:CO","environmental/other","PDS000029703.486",5,15,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N23824",2010,"PDT000104694.2","USA:NY","environmental/other","PDS000029703.486",0,19,"blaCMY-2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","CVM-N25384",2010,"PDT000105704.3","USA:CO","environmental/other","PDS000029703.486",6,14,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N23703",2010,"PDT000107297.3","USA:CA","environmental/other","PDS000029703.486",4,7,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N23601",2009,"PDT000107301.2","USA:OR","environmental/other","PDS000029703.486",10,27,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1605672",2016,"PDT000108242.2","USA:TX","environmental/other","PDS000029703.486",4,4,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N23626",2009,"PDT000108254.2","USA:PA","environmental/other","PDS000029703.486",11,18,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N26096",2010,"PDT000110532.2","USA:OR","environmental/other","PDS000029703.486",9,10,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N26461",2010,"PDT000110541.3","USA:MN","environmental/other","PDS000029703.486",6,2,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","WAPHL-SAL-A01021",2009,"PDT000110813.2","USA:NM","environmental/other","PDS000029703.486",7,23,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N18565",2008,"PDT000111301.2","USA:PA","environmental/other","PDS000029703.486",10,17,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N18558",2008,"PDT000111310.2","USA:PA","environmental/other","PDS000029703.486",20,17,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N26621",2010,"PDT000112701.2","USA:CA","environmental/other","PDS000029703.486",5,8,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N20120",2009,"PDT000112803.2","USA:GA","environmental/other","PDS000029703.486",15,33,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N26651",2010,"PDT000113638.2","USA:NM","environmental/other","PDS000029703.486",12,12,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N19728",2008,"PDT000113723.3","USA:CA","environmental/other","PDS000029703.486",7,13,"blaCMY-2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","CVM-N19737",2008,"PDT000113746.3","USA:CA","environmental/other","PDS000029703.486",0,5,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N19744",2008,"PDT000113753.2","USA:CO","environmental/other","PDS000029703.486",4,15,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","AZ-TG74372",2005,"PDT000113783.3","USA:GA","environmental/other","PDS000029703.486",9,9,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N26655",2010,"PDT000114349.2","USA:NM","environmental/other","PDS000029703.486",8,15,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1605911",2016,"PDT000115177.2","USA:FL","environmental/other","PDS000029703.486",5,11,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N23584",2009,"PDT000119827.2","USA:OR","environmental/other","PDS000029703.486",0,2,"blaCMY-2=COMPLETE,blaCMY=PARTIAL,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","CVM-N26926",2010,"PDT000121073.2","USA:OR","environmental/other","PDS000029703.486",5,8,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N55854",2015,"PDT000121131.2","USA:MO","environmental/other","PDS000029703.486",13,14,"blaTEM-1=COMPLETE,blaTEM=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","1","0","1","0","0","0","0","0","1","1","1","0"
"Salmonella enterica","CVM N55855",2015,"PDT000121132.2","USA:MO","environmental/other","PDS000029703.486",7,7,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N56560",2015,"PDT000121167.2","USA:GA","environmental/other","PDS000029703.486",5,5,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N58003",2015,"PDT000121210.2","USA:NM","environmental/other","PDS000029703.486",4,4,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
